,date,state,abbrev,population,positive,active,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,onVentilatorCurrently,recovered,dataQualityGrade,lastUpdateEt,death,hospitalized,bedsPerThousand,total_beds
696,2020-05-05,Nevada,NV,3139658,5594.0,5365.0,,,,,200.0,D,5/5/2020 10:00,268.0,,2.1,6593.2818
697,2020-05-05,New York,NY,19440469,321192.0,293954.0,9603.0,69867.0,,,58950.0,B,5/5/2020 00:00,19645.0,69867.0,2.7,52489.2663
698,2020-05-05,Ohio,OH,11747694,20969.0,19834.0,1069.0,3956.0,402.0,281.0,0.0,B,5/5/2020 14:00,1135.0,3956.0,2.8,32893.5432
699,2020-05-05,Oklahoma,OK,3954821,4127.0,3806.0,236.0,773.0,113.0,,2830.0,A,5/5/2020 00:00,247.0,773.0,2.8,11073.4988
700,2020-05-05,Oregon,OR,4301089,2839.0,2650.0,219.0,622.0,49.0,25.0,860.0,A+,5/5/2020 11:00,113.0,622.0,1.6,6881.7424
701,2020-05-05,Pennsylvania,PA,12820878,50957.0,47945.0,2580.0,,,550.0,0.0,B,5/5/2020 00:00,3012.0,,2.9,37180.5462
702,2020-05-05,Rhode Island,RI,1056161,9933.0,9311.0,327.0,1092.0,89.0,62.0,639.0,A+,5/5/2020 00:00,355.0,1092.0,2.1,2217.9381000000003
703,2020-05-05,South Carolina,SC,5210095,6757.0,6474.0,,1110.0,,,3622.0,B,5/4/2020 16:35,283.0,1110.0,2.4,12504.228000000001
704,2020-05-05,South Dakota,SD,903027,2721.0,2647.0,75.0,220.0,,,1895.0,C,5/4/2020 18:00,24.0,220.0,4.8,4334.5296
705,2020-05-05,Tennessee,TN,6897576,13690.0,13352.0,,1156.0,,,6356.0,B,5/5/2020 15:00,226.0,1156.0,2.9,20002.9704
706,2020-05-05,Texas,TX,29472295,33369.0,31882.0,1888.0,,,,16791.0,B,5/5/2020 13:15,906.0,,2.3,67786.27849999999
707,2020-05-05,Utah,UT,3282115,5449.0,5267.0,,456.0,,,2387.0,C,5/5/2020 15:00,56.0,456.0,1.8,5907.807
708,2020-05-05,Virginia,VA,8626207,20256.0,18809.0,1496.0,4113.0,361.0,189.0,2617.0,A+,5/4/2020 17:00,713.0,4113.0,2.1,18115.0347
709,2020-05-05,Vermont,VT,628061,907.0,855.0,33.0,,2.0,0.0,0.0,B,5/5/2020 10:26,52.0,,2.1,1318.9281
710,2020-05-05,Washington,WA,7797095,16487.0,15646.0,292.0,,102.0,,0.0,B,5/5/2020 00:00,841.0,,1.7,13255.0615
711,2020-05-05,Wisconsin,WI,5851754,8566.0,7896.0,543.0,1663.0,92.0,,4131.0,A,5/5/2020 00:00,353.0,1663.0,2.1,12288.6834
712,2020-05-05,West Virginia,WV,1778070,1238.0,1176.0,64.0,,23.0,12.0,630.0,C,5/5/2020 10:00,50.0,,3.8,6756.665999999999
713,2020-05-05,Wyoming,WY,567025,596.0,589.0,13.0,60.0,,,405.0,C,5/4/2020 17:02,7.0,60.0,3.5,1984.5874999999999
714,2020-05-04,Alaska,AK,734002,370.0,359.0,12.0,,,,263.0,C,5/4/2020 00:00,9.0,,2.2,1614.8044
715,2020-05-04,Alabama,AL,4908621,8025.0,7729.0,,1064.0,,,0.0,B,5/4/2020 00:00,296.0,1064.0,3.1,15216.725100000001
716,2020-05-04,Arkansas,AR,3038999,3458.0,3361.0,91.0,438.0,,16.0,2016.0,B,5/3/2020 15:40,81.0,438.0,3.2,9724.7968
717,2020-05-04,Arizona,AZ,7378494,8919.0,8278.0,703.0,1357.0,288.0,200.0,1632.0,A+,5/4/2020 00:00,362.0,1357.0,1.9,14019.138599999998
718,2020-05-04,California,CA,39937489,54937.0,52683.0,4616.0,,1464.0,,0.0,B,5/4/2020 14:00,2254.0,,1.8,71887.4802
719,2020-05-04,Colorado,CO,5845526,16635.0,15793.0,883.0,2799.0,,,2650.0,B,5/3/2020 18:00,842.0,2799.0,1.9,11106.499399999999
720,2020-05-04,Connecticut,CT,3563077,29287.0,26851.0,1488.0,7758.0,,,4346.0,B,5/3/2020 16:00,2495.0,7758.0,2.0,7126.154
721,2020-05-04,District of Columbia,DC,720687,5170.0,4765.0,447.0,,130.0,91.0,666.0,A+,5/3/2020 00:00,258.0,,4.4,3171.0228
722,2020-05-04,Delaware,DE,982895,5288.0,5031.0,281.0,,,,1716.0,B,5/3/2020 18:00,182.0,,2.2,2162.369
723,2020-05-04,Florida,FL,21992985,36897.0,35474.0,,6329.0,,,0.0,C,5/4/2020 09:12,1423.0,6329.0,2.6,57181.761000000006
724,2020-05-04,Georgia,GA,10736059,29368.0,28146.0,,5526.0,,,0.0,A,5/4/2020 15:25,1222.0,5526.0,2.4,25766.541599999997
725,2020-05-04,Hawaii,HI,1412687,620.0,603.0,,73.0,,,544.0,B,5/3/2020 18:00,17.0,73.0,1.9,2684.1052999999997
726,2020-05-04,Iowa,IA,3179849,9703.0,8991.0,389.0,,143.0,93.0,3486.0,B,5/3/2020 12:00,188.0,,3.0,9539.547
727,2020-05-04,Idaho,ID,1826156,2061.0,1997.0,,200.0,,,1267.0,C,5/2/2020 19:00,64.0,200.0,1.9,3469.6964
728,2020-05-04,Illinois,IL,12659682,63840.0,61178.0,4493.0,,1232.0,763.0,0.0,A,5/4/2020 00:00,2662.0,,2.5,31649.205
729,2020-05-04,Indiana,IN,6745354,20507.0,19243.0,1449.0,,483.0,249.0,0.0,A+,5/3/2020 23:59,1264.0,,2.7,18212.455800000003
730,2020-05-04,Kansas,KS,2910357,5245.0,5012.0,,553.0,,,291.0,A,5/3/2020 10:00,136.0,553.0,3.3,9604.1781
731,2020-05-04,Kentucky,KY,4499692,5130.0,4877.0,329.0,1519.0,170.0,,1892.0,A,5/3/2020 17:00,253.0,1519.0,3.2,14399.0144
732,2020-05-04,Louisiana,LA,4645184,29673.0,27328.0,1502.0,,,220.0,20316.0,B,5/4/2020 13:00,2064.0,,3.3,15329.1072
733,2020-05-04,Massachusetts,MA,6976597,69087.0,64997.0,3539.0,6622.0,908.0,,0.0,A,5/4/2020 12:00,4090.0,6622.0,2.3,16046.173099999998
734,2020-05-04,Maryland,MD,6083116,26408.0,24181.0,1649.0,5199.0,563.0,,1695.0,A,5/4/2020 10:00,1317.0,5199.0,1.9,11557.920399999999
735,2020-05-04,Maine,ME,1345790,1205.0,1128.0,37.0,186.0,18.0,11.0,720.0,B,5/3/2020 11:59,57.0,186.0,2.5,3364.475
736,2020-05-04,Michigan,MI,10045029,43950.0,39748.0,1948.0,,839.0,670.0,15659.0,A+,5/3/2020 11:00,4049.0,,2.5,25112.572500000002
737,2020-05-04,Minnesota,MN,5700671,7234.0,6245.0,396.0,1271.0,166.0,,3784.0,A,5/4/2020 00:00,428.0,1271.0,2.5,14251.677500000002
738,2020-05-04,Missouri,MO,6169270,8754.0,8396.0,858.0,,,135.0,0.0,A,5/4/2020 15:00,358.0,,3.1,19124.737
739,2020-05-04,Mississippi,MS,2989260,7877.0,7247.0,646.0,1316.0,145.0,78.0,4421.0,B,5/3/2020 19:00,310.0,1316.0,4.0,11957.04
740,2020-05-04,Montana,MT,1086759,457.0,439.0,6.0,62.0,,,404.0,C,5/4/2020 00:00,16.0,62.0,3.3,3586.3046999999997
741,2020-05-04,North Carolina,NC,10611862,11848.0,11418.0,498.0,,,,0.0,B,5/4/2020 10:50,430.0,,2.1,22284.9102
742,2020-05-04,North Dakota,ND,761723,1225.0,1166.0,31.0,94.0,,,540.0,C,5/4/2020 13:00,25.0,94.0,4.3,3275.4089
743,2020-05-04,Nebraska,NE,1952570,5910.0,5832.0,,,,,0.0,D,5/3/2020 20:45,78.0,,3.6,7029.2519999999995
744,2020-05-04,New Hampshire,NH,1371246,2588.0,2432.0,103.0,286.0,,,1017.0,C,5/3/2020 09:00,86.0,286.0,2.1,2879.6166000000003
745,2020-05-04,New Jersey,NJ,8936574,128269.0,118873.0,5287.0,,1610.0,1189.0,15642.0,A+,5/4/2020 13:00,7910.0,,2.4,21447.7776
746,2020-05-04,New Mexico,NM,2096640,3850.0,3699.0,164.0,587.0,,,832.0,C,5/3/2020 17:58,151.0,587.0,1.8,3773.9519999999998
747,2020-05-04,Nevada,NV,3139658,5491.0,5214.0,,,,,185.0,D,5/4/2020 11:00,262.0,,2.1,6593.2818
748,2020-05-04,New York,NY,19440469,318953.0,291707.0,9647.0,69331.0,,,58950.0,B,5/4/2020 00:00,19415.0,69331.0,2.7,52489.2663
749,2020-05-04,Ohio,OH,11747694,20474.0,19418.0,1078.0,3809.0,412.0,275.0,0.0,B,5/4/2020 14:00,1056.0,3809.0,2.8,32893.5432
750,2020-05-04,Oklahoma,OK,3954821,4044.0,3734.0,236.0,753.0,92.0,,2682.0,A,5/3/2020 00:00,238.0,753.0,2.8,11073.4988
751,2020-05-04,Oregon,OR,4301089,2759.0,2571.0,207.0,608.0,41.0,17.0,860.0,A+,5/4/2020 11:00,109.0,608.0,1.6,6881.7424
752,2020-05-04,Pennsylvania,PA,12820878,50092.0,47634.0,2708.0,,,573.0,0.0,B,5/4/2020 00:00,2458.0,,2.9,37180.5462
753,2020-05-04,Rhode Island,RI,1056161,9652.0,9157.0,339.0,1061.0,84.0,61.0,601.0,A+,5/4/2020 00:00,341.0,1061.0,2.1,2217.9381000000003
754,2020-05-04,South Carolina,SC,5210095,6626.0,6351.0,,1110.0,,,3622.0,B,5/3/2020 15:30,275.0,1110.0,2.4,12504.228000000001
755,2020-05-04,South Dakota,SD,903027,2668.0,2610.0,69.0,211.0,,,1830.0,C,5/3/2020 18:00,21.0,211.0,4.8,4334.5296
756,2020-05-04,Tennessee,TN,6897576,13571.0,12967.0,,1143.0,,,6081.0,B,5/4/2020 15:00,219.0,1143.0,2.9,20002.9704
757,2020-05-04,Texas,TX,29472295,32332.0,31120.0,1533.0,,,,16090.0,B,5/4/2020 13:15,884.0,,2.3,67786.27849999999
758,2020-05-04,Utah,UT,3282115,5317.0,5125.0,,441.0,,,2342.0,C,5/3/2020 15:00,50.0,441.0,1.8,5907.807
759,2020-05-04,Virginia,VA,8626207,19492.0,18012.0,1463.0,4010.0,348.0,192.0,2547.0,A+,5/3/2020 17:00,684.0,4010.0,2.1,18115.0347
760,2020-05-04,Vermont,VT,628061,902.0,850.0,15.0,,,,0.0,C,5/4/2020 10:20,52.0,,2.1,1318.9281
761,2020-05-04,Washington,WA,7797095,16240.0,15406.0,263.0,,86.0,,0.0,B,5/4/2020 00:00,834.0,,1.7,13255.0615
762,2020-05-04,Wisconsin,WI,5851754,8236.0,7625.0,573.0,1621.0,116.0,,3973.0,A,5/4/2020 00:00,340.0,1621.0,2.1,12288.6834
763,2020-05-04,West Virginia,WV,1778070,1206.0,1147.0,73.0,,28.0,15.0,611.0,C,5/4/2020 10:00,50.0,,3.8,6756.665999999999
764,2020-05-04,Wyoming,WY,567025,586.0,579.0,13.0,60.0,,,391.0,C,5/4/2020 01:56,7.0,60.0,3.5,1984.5874999999999
765,2020-05-03,Alaska,AK,734002,368.0,356.0,12.0,,,,262.0,C,5/3/2020 14:15,9.0,,2.2,1614.8044
766,2020-05-03,Alabama,AL,4908621,7725.0,7435.0,,1035.0,,,0.0,B,5/3/2020 00:00,290.0,1035.0,3.1,15216.725100000001
767,2020-05-03,Arkansas,AR,3038999,3431.0,3300.0,100.0,427.0,,20.0,1999.0,B,5/3/2020 13:30,76.0,427.0,3.2,9724.7968
768,2020-05-03,Arizona,AZ,7378494,8640.0,8034.0,732.0,1348.0,282.0,192.0,1597.0,A+,5/3/2020 00:00,362.0,1348.0,1.9,14019.138599999998
769,2020-05-03,California,CA,39937489,53616.0,51401.0,4734.0,,1468.0,,0.0,B,5/3/2020 14:00,2215.0,,1.8,71887.4802
770,2020-05-03,Colorado,CO,5845526,16225.0,15393.0,883.0,2793.0,,,2607.0,B,5/3/2020 00:00,832.0,2793.0,1.9,11106.499399999999
771,2020-05-03,Connecticut,CT,3563077,29287.0,26851.0,1551.0,7758.0,,,4346.0,B,5/2/2020 18:00,2436.0,7758.0,2.0,7126.154
772,2020-05-03,District of Columbia,DC,720687,5016.0,4557.0,,,,,666.0,B,5/2/2020 00:00,251.0,,4.4,3171.0228
773,2020-05-03,Delaware,DE,982895,5208.0,4870.0,284.0,,,,1640.0,B,5/2/2020 18:00,177.0,,2.2,2162.369
774,2020-05-03,Florida,FL,21992985,36078.0,34675.0,,6244.0,,,0.0,C,5/2/2020 10:14,1403.0,6244.0,2.6,57181.761000000006
775,2020-05-03,Georgia,GA,10736059,28602.0,27425.0,,5393.0,,,0.0,A,5/3/2020 10:25,1177.0,5393.0,2.4,25766.541599999997
776,2020-05-03,Hawaii,HI,1412687,620.0,604.0,,72.0,,,541.0,B,5/2/2020 00:00,16.0,72.0,1.9,2684.1052999999997
777,2020-05-03,Iowa,IA,3179849,9169.0,8468.0,378.0,,133.0,93.0,3325.0,B,5/2/2020 12:00,184.0,,3.0,9539.547
778,2020-05-03,Idaho,ID,1826156,2061.0,1997.0,,200.0,,,1267.0,C,5/2/2020 19:00,63.0,200.0,1.9,3469.6964
779,2020-05-03,Illinois,IL,12659682,61499.0,58881.0,4701.0,,1232.0,759.0,0.0,A,5/2/2020 00:00,2618.0,,2.5,31649.205
780,2020-05-03,Indiana,IN,6745354,19933.0,18687.0,1398.0,,476.0,242.0,0.0,A+,5/2/2020 23:59,1246.0,,2.7,18212.455800000003
781,2020-05-03,Kansas,KS,2910357,5030.0,4743.0,,547.0,,,286.0,A,5/3/2020 10:00,134.0,547.0,3.3,9604.1781
782,2020-05-03,Kentucky,KY,4499692,4879.0,4631.0,334.0,1411.0,178.0,,1752.0,A,5/1/2020 17:00,248.0,1411.0,3.2,14399.0144
783,2020-05-03,Louisiana,LA,4645184,29340.0,27147.0,1530.0,,,213.0,17303.0,B,5/3/2020 13:00,1969.0,,3.3,15329.1072
784,2020-05-03,Massachusetts,MA,6976597,68087.0,64083.0,3617.0,6507.0,904.0,,0.0,A,5/3/2020 16:00,4004.0,6507.0,2.3,16046.173099999998
785,2020-05-03,Maryland,MD,6083116,25462.0,23222.0,1635.0,5051.0,565.0,,1666.0,A,5/3/2020 10:00,1281.0,5051.0,1.9,11557.920399999999
786,2020-05-03,Maine,ME,1345790,1185.0,1097.0,33.0,183.0,18.0,12.0,706.0,B,5/3/2020 11:45,57.0,183.0,2.5,3364.475
787,2020-05-03,Michigan,MI,10045029,43754.0,39186.0,2100.0,,850.0,713.0,15659.0,A+,5/3/2020 11:00,4049.0,,2.5,25112.572500000002
788,2020-05-03,Minnesota,MN,5700671,6663.0,5838.0,373.0,1199.0,155.0,,2596.0,A,5/2/2020 17:00,419.0,1199.0,2.5,14251.677500000002
789,2020-05-03,Missouri,MO,6169270,8386.0,8034.0,896.0,,,141.0,0.0,A,5/3/2020 15:00,352.0,,3.1,19124.737
790,2020-05-03,Mississippi,MS,2989260,7550.0,7150.0,667.0,1298.0,143.0,73.0,3413.0,B,5/2/2020 19:00,303.0,1298.0,4.0,11957.04
791,2020-05-03,Montana,MT,1086759,455.0,439.0,5.0,61.0,,,404.0,C,5/3/2020 00:00,16.0,61.0,3.3,3586.3046999999997
792,2020-05-03,North Carolina,NC,10611862,11664.0,11242.0,475.0,,,,0.0,B,5/3/2020 11:00,422.0,,2.1,22284.9102
793,2020-05-03,North Dakota,ND,761723,1191.0,1129.0,31.0,90.0,,,517.0,C,5/3/2020 13:00,25.0,90.0,4.3,3275.4089
794,2020-05-03,Nebraska,NE,1952570,5326.0,5250.0,,,,,0.0,D,5/2/2020 19:45,76.0,,3.6,7029.2519999999995
795,2020-05-03,New Hampshire,NH,1371246,2429.0,2345.0,103.0,277.0,,,1107.0,C,5/2/2020 09:00,84.0,277.0,2.1,2879.6166000000003
796,2020-05-03,New Jersey,NJ,8936574,126744.0,115975.0,5317.0,,1623.0,1198.0,15642.0,A+,5/3/2020 13:00,7871.0,,2.4,21447.7776
797,2020-05-03,New Mexico,NM,2096640,3732.0,3594.0,168.0,587.0,,,812.0,C,5/2/2020 18:00,139.0,587.0,1.8,3773.9519999999998
798,2020-05-03,Nevada,NV,3139658,5426.0,5134.0,,,,,182.0,D,5/3/2020 10:00,257.0,,2.1,6593.2818
799,2020-05-03,New York,NY,19440469,316415.0,288779.0,9786.0,68736.0,,,58950.0,B,5/3/2020 00:00,19189.0,68736.0,2.7,52489.2663
800,2020-05-03,Ohio,OH,11747694,19914.0,18876.0,931.0,3769.0,393.0,255.0,0.0,B,5/3/2020 14:00,1038.0,3769.0,2.8,32893.5432
801,2020-05-03,Oklahoma,OK,3954821,3972.0,3613.0,236.0,743.0,92.0,,2635.0,A,5/3/2020 00:00,238.0,743.0,2.8,11073.4988
802,2020-05-03,Oregon,OR,4301089,2680.0,2526.0,205.0,598.0,46.0,21.0,860.0,A+,5/3/2020 11:00,109.0,598.0,1.6,6881.7424
803,2020-05-03,Pennsylvania,PA,12820878,49267.0,46823.0,2645.0,,,562.0,0.0,B,5/3/2020 00:00,2444.0,,2.9,37180.5462
804,2020-05-03,Rhode Island,RI,1056161,9477.0,8993.0,330.0,1013.0,83.0,59.0,565.0,A+,5/3/2020 00:00,320.0,1013.0,2.1,2217.9381000000003
805,2020-05-03,South Carolina,SC,5210095,6626.0,6222.0,,1110.0,,,3622.0,B,5/3/2020 15:30,275.0,1110.0,2.4,12504.228000000001
806,2020-05-03,South Dakota,SD,903027,2631.0,2567.0,71.0,197.0,,,1799.0,C,5/2/2020 18:00,21.0,197.0,4.8,4334.5296
807,2020-05-03,Tennessee,TN,6897576,13177.0,12452.0,,1135.0,,,5814.0,B,5/3/2020 15:00,210.0,1135.0,2.9,20002.9704
808,2020-05-03,Texas,TX,29472295,31548.0,30054.0,1540.0,,,,15544.0,B,5/2/2020 12:45,867.0,,2.3,67786.27849999999
809,2020-05-03,Utah,UT,3282115,5175.0,4936.0,,436.0,,,2238.0,C,5/3/2020 15:00,50.0,436.0,1.8,5907.807
810,2020-05-03,Virginia,VA,8626207,18671.0,17121.0,1413.0,3910.0,385.0,193.0,2497.0,B,5/2/2020 17:00,660.0,3910.0,2.1,18115.0347
811,2020-05-03,Vermont,VT,628061,897.0,845.0,19.0,,,,0.0,C,5/3/2020 10:44,52.0,,2.1,1318.9281
812,2020-05-03,Washington,WA,7797095,15869.0,15039.0,411.0,,120.0,,0.0,B,5/3/2020 00:00,830.0,,1.7,13255.0615
813,2020-05-03,Wisconsin,WI,5851754,7964.0,7326.0,582.0,1608.0,118.0,,3723.0,A+,5/3/2020 00:00,339.0,1608.0,2.1,12288.6834
814,2020-05-03,West Virginia,WV,1778070,1191.0,1137.0,73.0,,28.0,15.0,611.0,C,5/3/2020 10:00,50.0,,3.8,6756.665999999999
815,2020-05-03,Wyoming,WY,567025,579.0,572.0,13.0,60.0,,,391.0,C,5/2/2020 13:12,7.0,60.0,3.5,1984.5874999999999
816,2020-05-02,Alaska,AK,734002,365.0,355.0,10.0,,,,261.0,C,5/2/2020 00:00,9.0,,2.2,1614.8044
817,2020-05-02,Alabama,AL,4908621,7434.0,7146.0,,1023.0,,,0.0,B,5/2/2020 00:00,288.0,1023.0,3.1,15216.725100000001
818,2020-05-02,Arkansas,AR,3038999,3372.0,3273.0,95.0,414.0,,20.0,1987.0,B,5/2/2020 14:47,73.0,414.0,3.2,9724.7968
819,2020-05-02,Arizona,AZ,7378494,8364.0,7639.0,718.0,1339.0,291.0,198.0,1565.0,A+,5/2/2020 00:00,348.0,1339.0,1.9,14019.138599999998
820,2020-05-02,California,CA,39937489,52197.0,50026.0,4722.0,,1433.0,,0.0,B,5/1/2020 00:00,2171.0,,1.8,71887.4802
821,2020-05-02,Colorado,CO,5845526,15768.0,14972.0,931.0,2747.0,,,2553.0,B,5/1/2020 00:00,820.0,2747.0,1.9,11106.499399999999
822,2020-05-02,Connecticut,CT,3563077,28764.0,26425.0,1592.0,7758.0,,,4346.0,B,5/1/2020 12:00,2339.0,7758.0,2.0,7126.154
823,2020-05-02,District of Columbia,DC,720687,4797.0,4427.0,,,,,666.0,B,5/1/2020 00:00,240.0,,4.4,3171.0228
824,2020-05-02,Delaware,DE,982895,5038.0,4759.0,300.0,,,,1546.0,B,5/2/2020 09:10,168.0,,2.2,2162.369
825,2020-05-02,Florida,FL,21992985,35463.0,34075.0,,5945.0,,,0.0,C,5/2/2020 10:14,1388.0,5945.0,2.6,57181.761000000006
826,2020-05-02,Georgia,GA,10736059,28306.0,27132.0,,5387.0,,,0.0,A,5/2/2020 14:25,1174.0,5387.0,2.4,25766.541599999997
827,2020-05-02,Hawaii,HI,1412687,619.0,603.0,,72.0,,,532.0,B,5/1/2020 00:00,16.0,72.0,1.9,2684.1052999999997
828,2020-05-02,Iowa,IA,3179849,8641.0,7714.0,353.0,,131.0,90.0,3156.0,A,5/1/2020 12:00,175.0,,3.0,9539.547
829,2020-05-02,Idaho,ID,1826156,2035.0,1952.0,,178.0,,,1215.0,C,5/1/2020 19:00,63.0,178.0,1.9,3469.6964
830,2020-05-02,Illinois,IL,12659682,58505.0,55946.0,4717.0,,1250.0,789.0,0.0,A,5/2/2020 00:00,2559.0,,2.5,31649.205
831,2020-05-02,Indiana,IN,6745354,19295.0,18066.0,1456.0,,487.0,244.0,0.0,A+,5/1/2020 23:59,1229.0,,2.7,18212.455800000003
832,2020-05-02,Kansas,KS,2910357,4746.0,4494.0,,541.0,,,286.0,A,5/2/2020 10:00,131.0,541.0,3.3,9604.1781
833,2020-05-02,Kentucky,KY,4499692,4879.0,4636.0,334.0,1411.0,178.0,,1752.0,A,5/1/2020 17:00,248.0,1411.0,3.2,14399.0144
834,2020-05-02,Louisiana,LA,4645184,29140.0,26741.0,1545.0,,,208.0,17303.0,B,5/2/2020 13:00,1950.0,,3.3,15329.1072
835,2020-05-02,Massachusetts,MA,6976597,66263.0,62417.0,3601.0,6378.0,921.0,,0.0,A,5/2/2020 12:00,3846.0,6378.0,2.3,16046.173099999998
836,2020-05-02,Maryland,MD,6083116,24473.0,22392.0,1657.0,4910.0,566.0,,1590.0,A,5/2/2020 10:00,1251.0,4910.0,1.9,11557.920399999999
837,2020-05-02,Maine,ME,1345790,1152.0,1068.0,36.0,181.0,19.0,10.0,689.0,B,5/2/2020 11:45,56.0,181.0,2.5,3364.475
838,2020-05-02,Michigan,MI,10045029,43207.0,38490.0,2100.0,,850.0,713.0,15659.0,A+,5/2/2020 11:00,4020.0,,2.5,25112.572500000002
839,2020-05-02,Minnesota,MN,5700671,6228.0,5360.0,389.0,1159.0,135.0,,2002.0,A,5/1/2020 17:00,395.0,1159.0,2.5,14251.677500000002
840,2020-05-02,Missouri,MO,6169270,8154.0,7803.0,896.0,,,141.0,0.0,A,5/2/2020 15:10,351.0,,3.1,19124.737
841,2020-05-02,Mississippi,MS,2989260,7441.0,6931.0,632.0,1265.0,142.0,71.0,3413.0,B,5/1/2020 19:00,291.0,1265.0,4.0,11957.04
842,2020-05-02,Montana,MT,1086759,455.0,437.0,5.0,61.0,,,404.0,C,5/2/2020 00:00,16.0,61.0,3.3,3586.3046999999997
843,2020-05-02,North Carolina,NC,10611862,11509.0,11089.0,502.0,,,,0.0,B,5/2/2020 11:00,420.0,,2.1,22284.9102
844,2020-05-02,North Dakota,ND,761723,1153.0,1084.0,32.0,90.0,,,510.0,C,5/2/2020 13:00,24.0,90.0,4.3,3275.4089
845,2020-05-02,Nebraska,NE,1952570,4838.0,4765.0,,,,,0.0,D,5/1/2020 19:45,73.0,,3.6,7029.2519999999995
846,2020-05-02,New Hampshire,NH,1371246,2310.0,2229.0,103.0,270.0,,,980.0,C,5/1/2020 09:00,81.0,270.0,2.1,2879.6166000000003
847,2020-05-02,New Jersey,NJ,8936574,123717.0,113652.0,5713.0,,1715.0,1230.0,15642.0,A+,5/2/2020 13:00,7742.0,,2.4,21447.7776
848,2020-05-02,New Mexico,NM,2096640,3513.0,3382.0,159.0,587.0,,,785.0,C,5/1/2020 20:02,131.0,587.0,1.8,3773.9519999999998
849,2020-05-02,Nevada,NV,3139658,5311.0,5002.0,,,,,182.0,D,5/2/2020 10:00,254.0,,2.1,6593.2818
850,2020-05-02,New York,NY,19440469,312977.0,284275.0,10350.0,67890.0,,,57540.0,B,5/2/2020 00:00,18909.0,67890.0,2.7,52489.2663
851,2020-05-02,Ohio,OH,11747694,19335.0,18314.0,1003.0,3712.0,424.0,267.0,0.0,B,5/2/2020 14:00,1021.0,3712.0,2.8,32893.5432
852,2020-05-02,Oklahoma,OK,3954821,3851.0,3518.0,236.0,743.0,92.0,,2554.0,A,5/2/2020 00:00,238.0,743.0,2.8,11073.4988
853,2020-05-02,Oregon,OR,4301089,2635.0,2526.0,209.0,595.0,50.0,22.0,0.0,A,5/2/2020 11:00,109.0,595.0,1.6,6881.7424
854,2020-05-02,Pennsylvania,PA,12820878,48305.0,45887.0,2673.0,,,571.0,0.0,B,5/2/2020 00:00,2418.0,,2.9,37180.5462
855,2020-05-02,Rhode Island,RI,1056161,9289.0,8683.0,333.0,977.0,80.0,54.0,531.0,A+,5/2/2020 00:00,296.0,977.0,2.1,2217.9381000000003
856,2020-05-02,South Carolina,SC,5210095,6489.0,6002.0,,1110.0,,,3622.0,B,5/2/2020 15:45,267.0,1110.0,2.4,12504.228000000001
857,2020-05-02,South Dakota,SD,903027,2588.0,2504.0,71.0,187.0,,,1759.0,C,5/1/2020 18:00,21.0,187.0,4.8,4334.5296
858,2020-05-02,Tennessee,TN,6897576,12661.0,11687.0,,1125.0,,,5718.0,B,5/2/2020 15:00,209.0,1125.0,2.9,20002.9704
859,2020-05-02,Texas,TX,29472295,30522.0,28852.0,1725.0,,,,14891.0,B,5/2/2020 12:45,847.0,,2.3,67786.27849999999
860,2020-05-02,Utah,UT,3282115,4981.0,4782.0,,418.0,,,2185.0,C,5/2/2020 00:00,49.0,418.0,1.8,5907.807
861,2020-05-02,Virginia,VA,8626207,17731.0,16321.0,1426.0,3738.0,375.0,202.0,2312.0,B,5/2/2020 00:00,616.0,3738.0,2.1,18115.0347
862,2020-05-02,Vermont,VT,628061,886.0,835.0,11.0,,,,0.0,C,5/2/2020 10:18,51.0,,2.1,1318.9281
863,2020-05-02,Washington,WA,7797095,15791.0,14967.0,428.0,,117.0,,0.0,B,5/2/2020 00:00,824.0,,1.7,13255.0615
864,2020-05-02,Wisconsin,WI,5851754,7660.0,6987.0,582.0,1591.0,118.0,,3698.0,A+,5/2/2020 16:00,334.0,1591.0,2.1,12288.6834
865,2020-05-02,West Virginia,WV,1778070,1169.0,1106.0,76.0,,29.0,15.0,572.0,C,5/2/2020 10:00,48.0,,3.8,6756.665999999999
866,2020-05-02,Wyoming,WY,567025,566.0,559.0,13.0,58.0,,,387.0,C,5/1/2020 15:49,7.0,58.0,3.5,1984.5874999999999
867,2020-05-01,Alaska,AK,734002,364.0,346.0,25.0,,,,254.0,C,5/1/2020 14:00,9.0,,2.2,1614.8044
868,2020-05-01,Alabama,AL,4908621,7158.0,6879.0,,1008.0,,,0.0,B,5/1/2020 00:00,279.0,1008.0,3.1,15216.725100000001
869,2020-05-01,Arkansas,AR,3038999,3321.0,3220.0,95.0,414.0,,23.0,1973.0,B,5/1/2020 14:50,64.0,414.0,3.2,9724.7968
870,2020-05-01,Arizona,AZ,7378494,7962.0,7335.0,709.0,1203.0,311.0,187.0,1528.0,A+,5/1/2020 00:00,330.0,1203.0,1.9,14019.138599999998
871,2020-05-01,California,CA,39937489,50442.0,48369.0,4706.0,,1434.0,,0.0,B,4/30/2020 00:00,2073.0,,1.8,71887.4802
872,2020-05-01,Colorado,CO,5845526,15284.0,14507.0,959.0,2697.0,,,2486.0,B,5/1/2020 00:00,777.0,2697.0,1.9,11106.499399999999
