,date,state,abbrev,population,positive,active,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,onVentilatorCurrently,recovered,dataQualityGrade,lastUpdateEt,death,hospitalized,bedsPerThousand,total_beds
0,2020-05-18,Alaska,AK,734002,399.0,378.0,9.0,,,,345.0,B,5/18/2020 00:00,10.0,,2.2,1614.8044
1,2020-05-18,Alabama,AL,4908621,12086.0,11597.0,,1416.0,,,0.0,B,5/18/2020 00:00,489.0,1416.0,3.1,15216.725100000001
2,2020-05-18,Arkansas,AR,3038999,4813.0,4661.0,77.0,530.0,,12.0,3645.0,A,5/18/2020 00:00,100.0,530.0,3.2,9724.7968
3,2020-05-18,Arizona,AZ,7378494,14170.0,13265.0,820.0,1717.0,329.0,200.0,3570.0,A+,5/18/2020 00:00,686.0,1717.0,1.9,14019.138599999998
4,2020-05-18,California,CA,39937489,80430.0,77128.0,4391.0,,1325.0,,0.0,B,5/17/2020 00:00,3302.0,,1.8,71887.4802
5,2020-05-18,Colorado,CO,5845526,21938.0,20723.0,650.0,3872.0,,,3346.0,A,5/18/2020 00:00,1215.0,3872.0,1.9,11106.499399999999
6,2020-05-18,Connecticut,CT,3563077,38116.0,34011.0,920.0,10946.0,,,6264.0,B,5/17/2020 20:30,3449.0,10946.0,2.0,7126.154
7,2020-05-18,District of Columbia,DC,720687,7270.0,6740.0,374.0,,,70.0,1028.0,A,5/17/2020 00:00,392.0,,4.4,3171.0228
8,2020-05-18,Delaware,DE,982895,7869.0,7380.0,240.0,,,,3545.0,B,5/17/2020 18:00,297.0,,2.2,2162.369
9,2020-05-18,Florida,FL,21992985,46442.0,44369.0,472.0,8553.0,232.0,,0.0,A+,5/18/2020 09:28,2073.0,8553.0,2.6,57181.761000000006
10,2020-05-18,Georgia,GA,10736059,38081.0,36439.0,1025.0,6916.0,,,0.0,A+,5/18/2020 13:00,1642.0,6916.0,2.4,25766.541599999997
11,2020-05-18,Hawaii,HI,1412687,640.0,623.0,,82.0,,,573.0,B,5/17/2020 00:00,17.0,82.0,1.9,2684.1052999999997
12,2020-05-18,Iowa,IA,3179849,14955.0,14300.0,382.0,,121.0,85.0,7324.0,A+,5/17/2020 13:00,355.0,,3.0,9539.547
13,2020-05-18,Idaho,ID,1826156,2419.0,2346.0,,213.0,,,1612.0,B,5/16/2020 19:00,73.0,213.0,1.9,3469.6964
14,2020-05-18,Illinois,IL,12659682,96485.0,92251.0,4120.0,,1096.0,636.0,0.0,A,5/18/2020 00:59,4234.0,,2.5,31649.205
15,2020-05-18,Indiana,IN,6745354,28255.0,26490.0,1244.0,4389.0,426.0,212.0,0.0,A+,5/17/2020 23:59,1765.0,4389.0,2.7,18212.455800000003
16,2020-05-18,Kansas,KS,2910357,8340.0,7758.0,,740.0,,,465.0,A,5/18/2020 10:00,173.0,740.0,3.3,9604.1781
17,2020-05-18,Kentucky,KY,4499692,7688.0,7354.0,381.0,1896.0,218.0,,2768.0,A+,5/16/2020 17:19,334.0,1896.0,3.2,14399.0144
18,2020-05-18,Louisiana,LA,4645184,34709.0,31941.0,1031.0,,,118.0,26249.0,B,5/18/2020 13:00,2563.0,,3.3,15329.1072
19,2020-05-18,Massachusetts,MA,6976597,86010.0,80213.0,2597.0,8539.0,702.0,,0.0,A+,5/17/2020 10:00,5797.0,8539.0,2.3,16046.173099999998
20,2020-05-18,Maryland,MD,6083116,39762.0,36812.0,1447.0,7086.0,555.0,,2817.0,,5/18/2020 10:00,2023.0,7086.0,1.9,11557.920399999999
21,2020-05-18,Maine,ME,1345790,1713.0,1617.0,42.0,223.0,16.0,10.0,1053.0,B,5/18/2020 12:15,71.0,223.0,2.5,3364.475
22,2020-05-18,Michigan,MI,10045029,51915.0,46251.0,1075.0,,473.0,418.0,28234.0,A+,5/18/2020 11:00,4915.0,,2.5,25112.572500000002
23,2020-05-18,Minnesota,MN,5700671,16372.0,14937.0,488.0,2128.0,229.0,,10764.0,A+,5/17/2020 17:00,740.0,2128.0,2.5,14251.677500000002
24,2020-05-18,Missouri,MO,6169270,10945.0,10340.0,570.0,,,91.0,0.0,B,5/18/2020 15:00,605.0,,3.1,19124.737
25,2020-05-18,Mississippi,MS,2989260,11432.0,10775.0,559.0,1805.0,141.0,75.0,7681.0,A,5/17/2020 19:00,528.0,1805.0,4.0,11957.04
26,2020-05-18,Montana,MT,1086759,470.0,452.0,4.0,64.0,,,434.0,B,5/18/2020 00:00,16.0,64.0,3.3,3586.3046999999997
27,2020-05-18,North Carolina,NC,10611862,19023.0,17987.0,511.0,,,,11637.0,A,5/18/2020 11:00,661.0,,2.1,22284.9102
28,2020-05-18,North Dakota,ND,761723,1931.0,1857.0,32.0,133.0,,,1219.0,C,5/18/2020 13:00,44.0,133.0,4.3,3275.4089
29,2020-05-18,Nebraska,NE,1952570,10348.0,10225.0,,,,,0.0,C,5/17/2020 20:00,123.0,,3.6,7029.2519999999995
30,2020-05-18,New Hampshire,NH,1371246,3596.0,3424.0,114.0,359.0,,,1268.0,B,5/18/2020 09:00,172.0,359.0,2.1,2879.6166000000003
31,2020-05-18,New Jersey,NJ,8936574,148039.0,136141.0,3509.0,,1053.0,819.0,23496.0,A+,5/18/2020 13:00,10435.0,,2.4,21447.7776
32,2020-05-18,New Mexico,NM,2096640,5938.0,5673.0,211.0,886.0,,,1755.0,C,5/17/2020 17:29,265.0,886.0,1.8,3773.9519999999998
33,2020-05-18,Nevada,NV,3139658,6906.0,6599.0,423.0,,105.0,65.0,355.0,B,5/18/2020 11:00,350.0,,2.1,6593.2818
34,2020-05-18,New York,NY,19440469,351371.0,321889.0,5840.0,75870.0,1908.0,1538.0,61681.0,A,5/18/2020 00:00,22729.0,75870.0,2.7,52489.2663
35,2020-05-18,Ohio,OH,11747694,28454.0,26797.0,912.0,4998.0,367.0,247.0,0.0,B,5/18/2020 14:00,1657.0,4998.0,2.8,32893.5432
36,2020-05-18,Oklahoma,OK,3954821,5398.0,5022.0,76.0,885.0,45.0,,4008.0,A+,5/18/2020 00:00,288.0,885.0,2.8,11073.4988
37,2020-05-18,Oregon,OR,4301089,3687.0,3486.0,137.0,708.0,43.0,13.0,1406.0,A+,5/18/2020 11:00,138.0,708.0,1.6,6881.7424
38,2020-05-18,Pennsylvania,PA,12820878,63056.0,58551.0,1885.0,,,397.0,0.0,C,5/18/2020 00:00,4505.0,,2.9,37180.5462
39,2020-05-18,Rhode Island,RI,1056161,12795.0,12175.0,236.0,1438.0,62.0,46.0,1012.0,A+,5/18/2020 12:00,506.0,1438.0,2.1,2217.9381000000003
40,2020-05-18,South Carolina,SC,5210095,8942.0,8431.0,,1421.0,,,5076.0,A,5/18/2020 16:15,391.0,1421.0,2.4,12504.228000000001
41,2020-05-18,South Dakota,SD,903027,4027.0,3943.0,77.0,316.0,,,2784.0,B,5/18/2020 11:30,44.0,316.0,4.8,4334.5296
42,2020-05-18,Tennessee,TN,6897576,18011.0,17061.0,,1489.0,,,9886.0,A,5/18/2020 15:00,301.0,1489.0,2.9,20002.9704
43,2020-05-18,Texas,TX,29472295,48693.0,47053.0,1551.0,,,,28371.0,A,5/18/2020 16:25,1347.0,,2.3,67786.27849999999
44,2020-05-18,Utah,UT,3282115,7384.0,7158.0,179.0,595.0,,,4183.0,B,5/18/2020 10:29,80.0,595.0,1.8,5907.807
45,2020-05-18,Virginia,VA,8626207,31140.0,29378.0,1502.0,5609.0,361.0,194.0,4107.0,A+,5/17/2020 17:00,1014.0,5609.0,2.1,18115.0347
46,2020-05-18,Vermont,VT,628061,940.0,886.0,22.0,,,,815.0,B,5/18/2020 00:00,54.0,,2.1,1318.9281
47,2020-05-18,Washington,WA,7797095,18433.0,17432.0,168.0,,52.0,,0.0,A,5/17/2020 02:59,1001.0,,1.7,13255.0615
48,2020-05-18,Wisconsin,WI,5851754,12687.0,12090.0,574.0,2068.0,128.0,,6786.0,A+,5/18/2020 00:00,459.0,2068.0,2.1,12288.6834
49,2020-05-18,West Virginia,WV,1778070,1491.0,1425.0,48.0,,11.0,7.0,919.0,B,5/18/2020 10:00,67.0,,3.8,6756.665999999999
50,2020-05-18,Wyoming,WY,567025,754.0,746.0,8.0,73.0,,,498.0,B,5/17/2020 00:00,8.0,73.0,3.5,1984.5874999999999
51,2020-05-17,Alaska,AK,734002,396.0,378.0,13.0,,,,344.0,B,5/17/2020 00:00,10.0,,2.2,1614.8044
52,2020-05-17,Alabama,AL,4908621,11771.0,11283.0,,1392.0,,,0.0,B,5/16/2020 00:00,488.0,1392.0,3.1,15216.725100000001
53,2020-05-17,Arkansas,AR,3038999,4759.0,4480.0,65.0,520.0,,9.0,3590.0,A,5/17/2020 00:00,98.0,520.0,3.2,9724.7968
54,2020-05-17,Arizona,AZ,7378494,13937.0,12987.0,796.0,1699.0,337.0,201.0,3450.0,A+,5/17/2020 00:00,680.0,1699.0,1.9,14019.138599999998
55,2020-05-17,California,CA,39937489,78839.0,75578.0,4291.0,,1293.0,,0.0,B,5/17/2020 00:00,3261.0,,1.8,71887.4802
56,2020-05-17,Colorado,CO,5845526,21633.0,20441.0,650.0,3866.0,,,3346.0,A,5/17/2020 00:00,1192.0,3866.0,1.9,11106.499399999999
57,2020-05-17,Connecticut,CT,3563077,37419.0,33364.0,937.0,10946.0,,,6264.0,B,5/16/2020 20:30,3408.0,10946.0,2.0,7126.154
58,2020-05-17,District of Columbia,DC,720687,7123.0,6667.0,369.0,,,74.0,1023.0,A,5/16/2020 00:00,383.0,,4.4,3171.0228
59,2020-05-17,Delaware,DE,982895,7670.0,7261.0,229.0,,,,3478.0,B,5/17/2020 11:57,290.0,,2.2,2162.369
60,2020-05-17,Florida,FL,21992985,45588.0,43539.0,472.0,8478.0,232.0,,0.0,A+,5/17/2020 10:08,2049.0,8478.0,2.6,57181.761000000006
61,2020-05-17,Georgia,GA,10736059,37701.0,36095.0,1010.0,6790.0,,,0.0,A+,5/17/2020 13:00,1606.0,6790.0,2.4,25766.541599999997
62,2020-05-17,Hawaii,HI,1412687,639.0,622.0,,82.0,,,572.0,B,5/16/2020 18:00,17.0,82.0,1.9,2684.1052999999997
63,2020-05-17,Iowa,IA,3179849,14651.0,13982.0,376.0,,124.0,85.0,7154.0,A+,5/16/2020 13:00,351.0,,3.0,9539.547
64,2020-05-17,Idaho,ID,1826156,2419.0,2346.0,,213.0,,,1612.0,B,5/16/2020 19:00,73.0,213.0,1.9,3469.6964
65,2020-05-17,Illinois,IL,12659682,94191.0,90014.0,4190.0,,1144.0,735.0,0.0,A,5/17/2020 00:00,4177.0,,2.5,31649.205
66,2020-05-17,Indiana,IN,6745354,27778.0,26027.0,1246.0,4389.0,441.0,205.0,0.0,A+,5/16/2020 23:59,1751.0,4389.0,2.7,18212.455800000003
67,2020-05-17,Kansas,KS,2910357,7886.0,7744.0,,724.0,,,443.0,A,5/15/2020 10:00,172.0,724.0,3.3,9604.1781
68,2020-05-17,Kentucky,KY,4499692,7688.0,7354.0,381.0,1896.0,218.0,,2768.0,A+,5/16/2020 17:19,334.0,1896.0,3.2,14399.0144
69,2020-05-17,Louisiana,LA,4645184,34432.0,31638.0,1019.0,,,111.0,22608.0,B,5/17/2020 13:00,2491.0,,3.3,15329.1072
70,2020-05-17,Massachusetts,MA,6976597,86010.0,80213.0,2597.0,8539.0,702.0,,0.0,A+,5/17/2020 10:00,5797.0,8539.0,2.3,16046.173099999998
71,2020-05-17,Maryland,MD,6083116,38804.0,36011.0,1460.0,6993.0,562.0,,2816.0,,5/17/2020 10:00,1992.0,6993.0,1.9,11557.920399999999
72,2020-05-17,Maine,ME,1345790,1687.0,1578.0,37.0,216.0,16.0,11.0,1028.0,B,5/17/2020 11:30,70.0,216.0,2.5,3364.475
73,2020-05-17,Michigan,MI,10045029,51142.0,45657.0,1114.0,,488.0,434.0,28234.0,A+,5/16/2020 11:00,4891.0,,2.5,25112.572500000002
74,2020-05-17,Minnesota,MN,5700671,15668.0,14260.0,487.0,2090.0,221.0,,10175.0,A+,5/16/2020 17:00,731.0,2090.0,2.5,14251.677500000002
75,2020-05-17,Missouri,MO,6169270,10789.0,10195.0,775.0,,,116.0,0.0,B,5/17/2020 15:00,594.0,,3.1,19124.737
76,2020-05-17,Mississippi,MS,2989260,11296.0,10613.0,608.0,1773.0,158.0,81.0,6268.0,A,5/16/2020 19:00,521.0,1773.0,4.0,11957.04
77,2020-05-17,Montana,MT,1086759,468.0,452.0,3.0,63.0,,,431.0,B,5/17/2020 00:00,16.0,63.0,3.3,3586.3046999999997
78,2020-05-17,North Carolina,NC,10611862,18512.0,17454.0,493.0,,,,9115.0,A,5/17/2020 11:00,659.0,,2.1,22284.9102
79,2020-05-17,North Dakota,ND,761723,1900.0,1806.0,30.0,130.0,,,1178.0,C,5/17/2020 13:00,43.0,130.0,4.3,3275.4089
80,2020-05-17,Nebraska,NE,1952570,10220.0,10097.0,,,,,0.0,C,5/16/2020 18:15,123.0,,3.6,7029.2519999999995
81,2020-05-17,New Hampshire,NH,1371246,3556.0,3385.0,115.0,347.0,,,1258.0,B,5/16/2020 09:00,171.0,347.0,2.1,2879.6166000000003
82,2020-05-17,New Jersey,NJ,8936574,146334.0,134828.0,3411.0,,1030.0,819.0,23299.0,A+,5/17/2020 13:00,10356.0,,2.4,21447.7776
83,2020-05-17,New Mexico,NM,2096640,5857.0,5588.0,208.0,886.0,,,1739.0,C,5/16/2020 18:05,259.0,886.0,1.8,3773.9519999999998
84,2020-05-17,Nevada,NV,3139658,6857.0,6466.0,423.0,,105.0,65.0,272.0,B,5/17/2020 11:00,349.0,,2.1,6593.2818
85,2020-05-17,New York,NY,19440469,350121.0,320183.0,5897.0,75525.0,1981.0,1601.0,61381.0,A,5/17/2020 00:00,22619.0,75525.0,2.7,52489.2663
86,2020-05-17,Ohio,OH,11747694,27923.0,26298.0,914.0,4921.0,343.0,230.0,0.0,B,5/17/2020 14:00,1625.0,4921.0,2.8,32893.5432
87,2020-05-17,Oklahoma,OK,3954821,5310.0,4949.0,180.0,880.0,73.0,,3983.0,A+,5/17/2020 00:00,288.0,880.0,2.8,11073.4988
88,2020-05-17,Oregon,OR,4301089,3623.0,3475.0,156.0,703.0,37.0,16.0,1406.0,A+,5/17/2020 11:00,137.0,703.0,1.6,6881.7424
89,2020-05-17,Pennsylvania,PA,12820878,62234.0,57816.0,1821.0,,,422.0,0.0,C,5/17/2020 00:00,4418.0,,2.9,37180.5462
90,2020-05-17,Rhode Island,RI,1056161,12674.0,11945.0,260.0,1418.0,64.0,45.0,972.0,A+,5/17/2020 12:00,499.0,1418.0,2.1,2217.9381000000003
91,2020-05-17,South Carolina,SC,5210095,8661.0,8281.0,,1421.0,,,5076.0,A,5/16/2020 17:25,380.0,1421.0,2.4,12504.228000000001
92,2020-05-17,South Dakota,SD,903027,3987.0,3915.0,77.0,312.0,,,2724.0,B,5/16/2020 18:00,44.0,312.0,4.8,4334.5296
93,2020-05-17,Tennessee,TN,6897576,17388.0,16968.0,,1482.0,,,9652.0,A,5/17/2020 15:00,298.0,1482.0,2.9,20002.9704
94,2020-05-17,Texas,TX,29472295,47784.0,46134.0,1512.0,,,,27570.0,A,5/17/2020 16:15,1336.0,,2.3,67786.27849999999
95,2020-05-17,Utah,UT,3282115,7238.0,6990.0,181.0,586.0,,,4075.0,B,5/17/2020 12:04,80.0,586.0,1.8,5907.807
96,2020-05-17,Virginia,VA,8626207,30388.0,28680.0,1524.0,5517.0,379.0,195.0,3993.0,A+,5/16/2020 17:00,1009.0,5517.0,2.1,18115.0347
97,2020-05-17,Vermont,VT,628061,940.0,881.0,14.0,,,,810.0,B,5/17/2020 00:00,54.0,,2.1,1318.9281
98,2020-05-17,Washington,WA,7797095,18590.0,17590.0,168.0,,52.0,,0.0,A,5/17/2020 00:00,1000.0,,1.7,13255.0615
99,2020-05-17,Wisconsin,WI,5851754,12543.0,11734.0,543.0,2038.0,129.0,,6542.0,A+,5/17/2020 00:00,453.0,2038.0,2.1,12288.6834
100,2020-05-17,West Virginia,WV,1778070,1490.0,1406.0,48.0,,11.0,7.0,919.0,B,5/17/2020 17:00,67.0,,3.8,6756.665999999999
101,2020-05-17,Wyoming,WY,567025,754.0,734.0,8.0,70.0,,,498.0,B,5/16/2020 15:07,8.0,70.0,3.5,1984.5874999999999
102,2020-05-16,Alaska,AK,734002,392.0,378.0,10.0,,,,344.0,B,5/16/2020 00:00,10.0,,2.2,1614.8044
103,2020-05-16,Alabama,AL,4908621,11523.0,11038.0,,1387.0,,,0.0,B,5/16/2020 00:00,485.0,1387.0,3.1,15216.725100000001
104,2020-05-16,Arkansas,AR,3038999,4578.0,4365.0,65.0,520.0,,10.0,3472.0,A,5/15/2020 16:20,98.0,520.0,3.2,9724.7968
105,2020-05-16,Arizona,AZ,7378494,13631.0,12518.0,791.0,1683.0,344.0,210.0,3357.0,A+,5/16/2020 00:00,679.0,1683.0,1.9,14019.138599999998
106,2020-05-16,California,CA,39937489,76793.0,73589.0,4424.0,,1313.0,,0.0,B,5/16/2020 00:00,3204.0,,1.8,71887.4802
107,2020-05-16,Colorado,CO,5845526,21232.0,20082.0,671.0,3842.0,,,3312.0,A,5/16/2020 00:00,1150.0,3842.0,1.9,11106.499399999999
108,2020-05-16,Connecticut,CT,3563077,36703.0,32800.0,994.0,10946.0,,,6264.0,B,5/15/2020 20:15,3339.0,10946.0,2.0,7126.154
109,2020-05-16,District of Columbia,DC,720687,7042.0,6503.0,382.0,,,79.0,998.0,A,5/15/2020 00:00,375.0,,4.4,3171.0228
110,2020-05-16,Delaware,DE,982895,7547.0,7102.0,250.0,,,,3367.0,B,5/15/2020 18:00,286.0,,2.2,2162.369
111,2020-05-16,Florida,FL,21992985,44811.0,42771.0,472.0,8393.0,232.0,,0.0,A+,5/16/2020 10:02,2040.0,8393.0,2.6,57181.761000000006
112,2020-05-16,Georgia,GA,10736059,37147.0,35555.0,1005.0,6735.0,,,0.0,A+,5/16/2020 13:00,1592.0,6735.0,2.4,25766.541599999997
113,2020-05-16,Hawaii,HI,1412687,638.0,621.0,,81.0,,,565.0,B,5/15/2020 18:00,17.0,81.0,1.9,2684.1052999999997
114,2020-05-16,Iowa,IA,3179849,14328.0,13713.0,387.0,,128.0,83.0,6927.0,A+,5/15/2020 00:00,346.0,,3.0,9539.547
115,2020-05-16,Idaho,ID,1826156,2389.0,2279.0,,213.0,,,1588.0,B,5/15/2020 19:00,73.0,213.0,1.9,3469.6964
116,2020-05-16,Illinois,IL,12659682,92457.0,88328.0,4306.0,,1135.0,653.0,0.0,A,5/16/2020 00:00,4129.0,,2.5,31649.205
117,2020-05-16,Indiana,IN,6745354,27280.0,25539.0,1274.0,4389.0,426.0,199.0,0.0,A+,5/15/2020 23:59,1741.0,4389.0,2.7,18212.455800000003
118,2020-05-16,Kansas,KS,2910357,7886.0,7693.0,,724.0,,,443.0,A,5/15/2020 10:00,172.0,724.0,3.3,9604.1781
119,2020-05-16,Kentucky,KY,4499692,7444.0,7112.0,381.0,1896.0,218.0,,2739.0,A+,5/15/2020 17:00,332.0,1896.0,3.2,14399.0144
120,2020-05-16,Louisiana,LA,4645184,34117.0,31389.0,1028.0,,,123.0,22608.0,B,5/16/2020 13:00,2479.0,,3.3,15329.1072
121,2020-05-16,Massachusetts,MA,6976597,84933.0,79228.0,2692.0,8456.0,747.0,,0.0,A+,5/16/2020 10:00,5705.0,8456.0,2.3,16046.173099999998
122,2020-05-16,Maryland,MD,6083116,37968.0,35075.0,1500.0,6755.0,598.0,,2806.0,,5/16/2020 10:00,1957.0,6755.0,1.9,11557.920399999999
123,2020-05-16,Maine,ME,1345790,1648.0,1534.0,37.0,214.0,19.0,10.0,1012.0,B,5/16/2020 12:00,70.0,214.0,2.5,3364.475
124,2020-05-16,Michigan,MI,10045029,50504.0,45254.0,1256.0,,532.0,440.0,28234.0,A+,5/16/2020 11:00,4880.0,,2.5,25112.572500000002
125,2020-05-16,Minnesota,MN,5700671,14969.0,13548.0,493.0,2039.0,225.0,,9571.0,A+,5/15/2020 17:00,709.0,2039.0,2.5,14251.677500000002
126,2020-05-16,Missouri,MO,6169270,10675.0,10086.0,775.0,,,116.0,0.0,B,5/16/2020 15:00,589.0,,3.1,19124.737
127,2020-05-16,Mississippi,MS,2989260,11123.0,10308.0,641.0,1748.0,170.0,81.0,6268.0,A,5/15/2020 19:00,510.0,1748.0,4.0,11957.04
128,2020-05-16,Montana,MT,1086759,468.0,450.0,3.0,63.0,,,431.0,B,5/16/2020 00:00,16.0,63.0,3.3,3586.3046999999997
129,2020-05-16,North Carolina,NC,10611862,17982.0,16827.0,481.0,,,,9115.0,A,5/16/2020 11:00,652.0,,2.1,22284.9102
130,2020-05-16,North Dakota,ND,761723,1848.0,1719.0,33.0,130.0,,,1111.0,C,5/16/2020 13:00,42.0,130.0,4.3,3275.4089
131,2020-05-16,Nebraska,NE,1952570,9772.0,9653.0,,,,,0.0,C,5/15/2020 15:45,119.0,,3.6,7029.2519999999995
132,2020-05-16,New Hampshire,NH,1371246,3464.0,3302.0,110.0,335.0,,,1254.0,B,5/15/2020 09:00,159.0,335.0,2.1,2879.6166000000003
133,2020-05-16,New Jersey,NJ,8936574,145089.0,133836.0,3564.0,,1061.0,846.0,22939.0,A+,5/16/2020 13:00,10249.0,,2.4,21447.7776
134,2020-05-16,New Mexico,NM,2096640,5662.0,5409.0,223.0,886.0,,,1671.0,C,5/15/2020 18:01,253.0,886.0,1.8,3773.9519999999998
135,2020-05-16,Nevada,NV,3139658,6662.0,6390.0,423.0,,105.0,65.0,272.0,B,5/16/2020 12:00,345.0,,2.1,6593.2818
136,2020-05-16,New York,NY,19440469,348232.0,317935.0,6220.0,75163.0,2077.0,1674.0,60796.0,A,5/16/2020 00:00,22478.0,75163.0,2.7,52489.2663
137,2020-05-16,Ohio,OH,11747694,27474.0,25864.0,866.0,4870.0,366.0,251.0,0.0,B,5/16/2020 14:00,1610.0,4870.0,2.8,32893.5432
138,2020-05-16,Oklahoma,OK,3954821,5237.0,4802.0,180.0,878.0,73.0,,3945.0,A+,5/16/2020 00:00,288.0,878.0,2.8,11073.4988
139,2020-05-16,Oregon,OR,4301089,3612.0,3404.0,153.0,699.0,48.0,16.0,1406.0,A+,5/16/2020 11:00,137.0,699.0,1.6,6881.7424
140,2020-05-16,Pennsylvania,PA,12820878,61611.0,57208.0,1873.0,,,429.0,0.0,C,5/16/2020 00:00,4403.0,,2.9,37180.5462
141,2020-05-16,Rhode Island,RI,1056161,12434.0,11740.0,273.0,1403.0,66.0,44.0,947.0,A+,5/16/2020 12:00,489.0,1403.0,2.1,2217.9381000000003
142,2020-05-16,South Carolina,SC,5210095,8407.0,8027.0,,1421.0,,,5076.0,A,5/15/2020 16:00,380.0,1421.0,2.4,12504.228000000001
143,2020-05-16,South Dakota,SD,903027,3959.0,3843.0,75.0,304.0,,,2673.0,B,5/15/2020 18:00,44.0,304.0,4.8,4334.5296
144,2020-05-16,Tennessee,TN,6897576,17288.0,16670.0,,1474.0,,,9529.0,A,5/16/2020 15:00,295.0,1474.0,2.9,20002.9704
145,2020-05-16,Texas,TX,29472295,46999.0,44441.0,1791.0,,,,26601.0,A,5/15/2020 16:15,1305.0,,2.3,67786.27849999999
146,2020-05-16,Utah,UT,3282115,7068.0,6836.0,168.0,578.0,,,3896.0,B,5/16/2020 10:21,78.0,578.0,1.8,5907.807
147,2020-05-16,Virginia,VA,8626207,29683.0,27694.0,1505.0,5414.0,381.0,189.0,3909.0,A+,5/15/2020 17:00,1002.0,5414.0,2.1,18115.0347
148,2020-05-16,Vermont,VT,628061,934.0,880.0,20.0,,,,804.0,B,5/16/2020 00:00,53.0,,2.1,1318.9281
149,2020-05-16,Washington,WA,7797095,18585.0,17593.0,331.0,,90.0,,0.0,A,5/16/2020 00:00,992.0,,1.7,13255.0615
150,2020-05-16,Wisconsin,WI,5851754,12187.0,11240.0,546.0,2018.0,127.0,,6542.0,A+,5/16/2020 00:00,453.0,2018.0,2.1,12288.6834
151,2020-05-16,West Virginia,WV,1778070,1457.0,1383.0,55.0,,13.0,6.0,889.0,B,5/16/2020 10:00,64.0,,3.8,6756.665999999999
152,2020-05-16,Wyoming,WY,567025,716.0,709.0,8.0,69.0,,,496.0,B,5/15/2020 16:20,7.0,69.0,3.5,1984.5874999999999
153,2020-05-15,Alaska,AK,734002,388.0,373.0,8.0,,,,343.0,B,5/14/2020 00:00,10.0,,2.2,1614.8044
154,2020-05-15,Alabama,AL,4908621,11216.0,10740.0,,1377.0,,,0.0,B,5/15/2020 00:00,476.0,1377.0,3.1,15216.725100000001
155,2020-05-15,Arkansas,AR,3038999,4463.0,4268.0,65.0,520.0,,9.0,3390.0,A,5/15/2020 16:20,98.0,520.0,3.2,9724.7968
156,2020-05-15,Arizona,AZ,7378494,13169.0,12050.0,808.0,1629.0,313.0,222.0,3145.0,A+,5/15/2020 00:00,651.0,1629.0,1.9,14019.138599999998
157,2020-05-15,California,CA,39937489,74936.0,71828.0,4519.0,,1324.0,,0.0,B,5/14/2020 00:00,3108.0,,1.8,71887.4802
158,2020-05-15,Colorado,CO,5845526,20838.0,19752.0,685.0,3789.0,,,3217.0,A,5/14/2020 00:00,1091.0,3789.0,1.9,11106.499399999999
159,2020-05-15,Connecticut,CT,3563077,36085.0,32245.0,1033.0,10946.0,,,6264.0,B,5/14/2020 20:30,3285.0,10946.0,2.0,7126.154
160,2020-05-15,District of Columbia,DC,720687,6871.0,6378.0,393.0,,,90.0,975.0,A,5/14/2020 00:00,368.0,,4.4,3171.0228
161,2020-05-15,Delaware,DE,982895,7373.0,6963.0,269.0,,,,3210.0,B,5/14/2020 18:00,271.0,,2.2,2162.369
162,2020-05-15,Florida,FL,21992985,43210.0,41219.0,472.0,7993.0,232.0,,0.0,A+,5/14/2020 12:33,1991.0,7993.0,2.6,57181.761000000006
163,2020-05-15,Georgia,GA,10736059,36681.0,35124.0,,6438.0,,,0.0,A+,5/15/2020 13:00,1557.0,6438.0,2.4,25766.541599999997
164,2020-05-15,Hawaii,HI,1412687,637.0,620.0,,81.0,,,564.0,B,5/14/2020 18:00,17.0,81.0,1.9,2684.1052999999997
165,2020-05-15,Iowa,IA,3179849,14049.0,13357.0,387.0,,130.0,87.0,6561.0,A+,5/14/2020 00:00,336.0,,3.0,9539.547
166,2020-05-15,Idaho,ID,1826156,2351.0,2279.0,,212.0,,,1573.0,B,5/14/2020 19:00,72.0,212.0,1.9,3469.6964
167,2020-05-15,Illinois,IL,12659682,90369.0,86311.0,4367.0,,1129.0,675.0,0.0,A,5/15/2020 00:00,4058.0,,2.5,31649.205
168,2020-05-15,Indiana,IN,6745354,26655.0,24964.0,1294.0,4389.0,492.0,213.0,0.0,A+,5/14/2020 23:59,1691.0,4389.0,2.7,18212.455800000003
169,2020-05-15,Kansas,KS,2910357,7886.0,7516.0,,724.0,,,443.0,A,5/15/2020 10:00,172.0,724.0,3.3,9604.1781
170,2020-05-15,Kentucky,KY,4499692,7225.0,6897.0,385.0,1887.0,220.0,,2712.0,A+,5/14/2020 17:00,328.0,1887.0,3.2,14399.0144
171,2020-05-15,Louisiana,LA,4645184,33837.0,31072.0,1091.0,,,132.0,22608.0,B,5/15/2020 13:00,2448.0,,3.3,15329.1072
172,2020-05-15,Massachusetts,MA,6976597,83421.0,77829.0,2767.0,8314.0,749.0,,0.0,A+,5/14/2020 10:00,5592.0,8314.0,2.3,16046.173099999998
173,2020-05-15,Maryland,MD,6083116,36986.0,34037.0,1496.0,6679.0,598.0,,2685.0,,5/15/2020 10:00,1911.0,6679.0,1.9,11557.920399999999
174,2020-05-15,Maine,ME,1345790,1603.0,1496.0,35.0,211.0,16.0,8.0,993.0,B,5/15/2020 12:00,69.0,211.0,2.5,3364.475
